Primary category name,Secondary category name,Tertiary category name,attribute,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,Attribute value,,
Baby products,Sleeping bag / mat / pillow / bedding,Mat,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Sleeping bag / mat / pillow / bedding,Mat,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Sleeping bag / mat / pillow / bedding,Mat,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Sleeping bag / mat / pillow / bedding,Sleeping bag/anti kick,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Sleeping bag / mat / pillow / bedding,Sleeping bag/anti kick,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Sleeping bag / mat / pillow / bedding,Sleeping bag/anti kick,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Sleeping bag / mat / pillow / bedding,Sleeping bag/anti kick,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Sleeping bag / mat / pillow / bedding,mosquito net,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Sleeping bag / mat / pillow / bedding,mosquito net,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Sleeping bag / mat / pillow / bedding,mosquito net,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Sleeping bag / mat / pillow / bedding,mosquito net,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Sleeping bag / mat / pillow / bedding,Pillow/pillow,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Sleeping bag / mat / pillow / bedding,Pillow/pillow,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Sleeping bag / mat / pillow / bedding,Pillow/pillow,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Sleeping bag / mat / pillow / bedding,Pillow/pillow,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Sleeping bag / mat / pillow / bedding,Pillow / Pillow / Pillow Case / Pillow,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Sleeping bag / mat / pillow / bedding,Pillow / Pillow / Pillow Case / Pillow,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Sleeping bag / mat / pillow / bedding,Pillow / Pillow / Pillow Case / Pillow,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Sleeping bag / mat / pillow / bedding,Pillow / Pillow / Pillow Case / Pillow,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Crib/cradle/dining chair,Dining chair,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Crib/cradle/dining chair,Dining chair,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Crib/cradle/dining chair,Dining chair,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Crib/cradle/dining chair,Dining chair,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Crib/cradle/dining chair,cradle,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Crib/cradle/dining chair,cradle,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Crib/cradle/dining chair,cradle,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Crib/cradle/dining chair,cradle,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Crib/cradle/dining chair,Rocking chair,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Crib/cradle/dining chair,Rocking chair,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Crib/cradle/dining chair,Rocking chair,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Crib/cradle/dining chair,Rocking chair,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Crib/cradle/dining chair,Baby cot/crib,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Crib/cradle/dining chair,Baby cot/crib,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Crib/cradle/dining chair,Baby cot/crib,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Crib/cradle/dining chair,Baby cot/crib,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Three-wheeled cart,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Three-wheeled cart,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Three-wheeled cart,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cart/walker,Three-wheeled cart,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Twin stroller,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Twin stroller,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Twin stroller,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cart/walker,Twin stroller,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Four-wheeled cart,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Four-wheeled cart,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Four-wheeled cart,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cart/walker,Four-wheeled cart,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Cart/walker,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Cart/walker,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Cart/walker,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cart/walker,Cart/walker,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Cart accessories,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Cart accessories,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Cart accessories,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cart/walker,Cart accessories,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Walker,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Walker,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Cart/walker,Walker,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Cart/walker,Walker,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Cookware / pot,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Cookware / pot,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Cookware / pot,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Disinfection / warm milk / small appliances,Cookware / pot,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Blender,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Blender,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Blender,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Disinfection / warm milk / small appliances,Blender,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Bottle sterilizer / sterilizer,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Bottle sterilizer / sterilizer,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Bottle sterilizer / sterilizer,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Disinfection / warm milk / small appliances,Bottle sterilizer / sterilizer,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Warm milk bottle,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Warm milk bottle,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Warm milk bottle,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Disinfection / warm milk / small appliances,Warm milk bottle,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Other electrical appliances,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Other electrical appliances,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Other electrical appliances,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Disinfection / warm milk / small appliances,Other electrical appliances,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Milk adjuster,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Milk adjuster,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Disinfection / warm milk / small appliances,Milk adjuster,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Disinfection / warm milk / small appliances,Milk adjuster,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,other,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,other,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,other,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Teether / toothbrush / toothpaste,other,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,electric toothbrush,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,electric toothbrush,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,electric toothbrush,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Teether / toothbrush / toothpaste,electric toothbrush,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,Solid gear,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,Solid gear,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,Solid gear,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Teether / toothbrush / toothpaste,Solid gear,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,Milk toothbrush / training toothbrush / toothbrush,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,Milk toothbrush / training toothbrush / toothbrush,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,Milk toothbrush / training toothbrush / toothbrush,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Teether / toothbrush / toothpaste,Milk toothbrush / training toothbrush / toothbrush,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,toothpaste,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,toothpaste,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,toothpaste,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Teether / toothbrush / toothpaste,toothpaste,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,Teether / toothbrush / toothpaste,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,Teether / toothbrush / toothpaste,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,Teether / toothbrush / toothpaste,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Teether / toothbrush / toothpaste,Teether / toothbrush / toothpaste,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,Toothbrush toothpaste set,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,Toothbrush toothpaste set,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,Toothbrush toothpaste set,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Teether / toothbrush / toothpaste,Toothbrush toothpaste set,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,Bite bag,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,Bite bag,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Teether / toothbrush / toothpaste,Bite bag,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Teether / toothbrush / toothpaste,Bite bag,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Baby storage,other,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby storage,other,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby storage,other,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Baby storage,other,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Baby storage,Children hanger,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby storage,Children hanger,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby storage,Children hanger,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Baby storage,Children hanger,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Baby storage,Storage cabinet/closet,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby storage,Storage cabinet/closet,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby storage,Storage cabinet/closet,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Baby storage,Storage cabinet/closet,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Baby storage,Storage box/bag/bag,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby storage,Storage box/bag/bag,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Baby storage,Storage box/bag/bag,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Baby storage,Storage box/bag/bag,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Diaper,Paper,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Diaper,Paper,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Diaper,Paper,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Diaper,Paper,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Diaper,Roll paper,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Diaper,Roll paper,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Diaper,Roll paper,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Diaper,Roll paper,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Baby products,Diaper,tissue paper,applicable targets,baby,mother ,both ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Diaper,tissue paper,usage,usage1,usage2,usage3,usage4,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby products,Diaper,tissue paper,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,
Baby products,Diaper,tissue paper,Net WT,Net WT1,Net WT2,Net WT3,Net WT4,Net WT5,Net WT6,Net WT7,Net WT8,Net WT9,other,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Other accessories,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Other accessories,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Other accessories,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,
